Brand,Series,Model,Price
Tofaş,Şahin,Şahin 5 Vites,180000
Subaru,Leone,1.6,55000
Tofaş,Doğan,L,235000
Renault,R 12,TSW,125000
Renault,R 12,Toros,196000
Tofaş,Doğan,L,170000
Tofaş,Doğan,L,122500
Tofaş,Doğan,L,117500
Mercedes - Benz,190,190 E 2.6,265000
Renault,R 12,Toros,159000
Tofaş,Doğan,L,115000
Renault,R 12,Toros,210000
Tofaş,Şahin,Şahin 5 Vites,190000
Tofaş,Şahin,1.6,110000
Ford,Taunus,1.6 S,165000
Tofaş,Doğan,L,158000
Renault,R 12,Toros,165000
Ford,Taunus,1.6 GT,125000
Tofaş,Şahin,1.6,170000
Tofaş,Şahin,1.6,135000
Volvo,240,GLE,300000
Renault,R 9,1.4 Broadway,117000
Mercedes - Benz,200,D,500000
Tofaş,Doğan,L,140000
Renault,R 11,TX,175000
Peugeot,309,1.9 GTi,149750
Tofaş,Kartal,Kartal 5 Vites,117000
Tofaş,Doğan,L,158000
Tofaş,Kartal,Kartal 5 Vites,98000
Ford,Taunus,1.6 S,88000
Renault,R 11,GTS,139000
Renault,R 12,TSW,172000
BMW,7 Serisi,750i,900000
Renault,R 12,Toros,175000
Mercedes - Benz,200,E,464000
Tofaş,Kartal,Kartal 5 Vites,60000
Renault,R 9,1.4 Broadway,150000
Renault,R 11,GTS,165000
Renault,R 11,GTS,175000
Tofaş,Şahin,1.6,140000
Tofaş,Doğan,L,93000
Renault,R 11,GTL,145000
Opel,Kadett,1.3,135000
Renault,R 12,Toros,135000
Mercedes - Benz,200,D,295000
Renault,R 12,Toros,205000
Renault,R 12,Toros,255000
BMW,5 Serisi,520i Standart,237500
Renault,R 9,1.4 Broadway GTE,190000
Renault,R 12,Toros,185000
Renault,R 9,1.4 Broadway,159000
Volkswagen,Passat,1.6 TD GL,199999
Tofaş,Doğan,S,130000
Mercedes - Benz,190,2.0,398500
Mercedes - Benz,200,E,350000
Mercedes - Benz,190,190 E 2.6,365000
Tofaş,Kartal,Kartal 5 Vites,139500
BMW,3 Serisi,318i Standart,200000
Tofaş,Şahin,1.6,175000
Mercedes - Benz,190,2.0,429000
Renault,R 12,Toros,195000
Renault,R 11,Turbo,147500
Tofaş,Kartal,Kartal 5 Vites,160000
Tofaş,Doğan,L,140000
Mercedes - Benz,E,200,330000
Mercedes - Benz,190,2.0,318000
Renault,R 9,1.4 GTL,174000
Mercedes - Benz,250,D,439500
Renault,R 9,1.4 Broadway GTE,160000
Mercedes - Benz,200,E,375000
Mercedes - Benz,200,E,270000
Mercedes - Benz,200,E,280000
Renault,R 11,TX,163000
Mercedes - Benz,200,E,283000
Renault,R 11,GTS,162000
Mercedes - Benz,200,E,315000
Opel,Omega,2.0 CD,169000
Tofaş,Doğan,L,126000
Renault,R 11,GTL,135000
Mercedes - Benz,200,E,360000
Mercedes - Benz,200,E,370000
Mercedes - Benz,200,E,265000
Renault,R 11,GTL,159000
Renault,R 9,1.4 Broadway GTE,150000
Peugeot,205,1.4 XS,155000
Mercedes - Benz,200,E,210000
Renault,R 11,TX,185000
Renault,R 9,1.4 Broadway GTE,125000
Renault,R 11,GTX,140000
Mercedes - Benz,200,E,255000
Mercedes - Benz,E,230 Elegance,360000
Mercedes - Benz,190,2.0,420000
Tofaş,Doğan,L,190000
Mercedes - Benz,200,D,285000
Volkswagen,Passat,1.6 CL,230000
Mercedes - Benz,250,D,475000
Renault,R 11,GTS,121000
Mercedes - Benz,200,E,325000
Mercedes - Benz,190,190 E 2.0,300000
Mercedes - Benz,190,190 E 2.0,285000
Mercedes - Benz,190,190 E 2.6,270000
Mercedes - Benz,230,E,350000
Volkswagen,Passat,1.6 CL,175000
Mercedes - Benz,250,D,350000
Ford,Taunus,2.0 GTS,120000
Tofaş,Şahin,1.6,125000
Renault,R 11,GTX,165000
Volkswagen,Golf,1.6 GTD,180000
Mercedes - Benz,200,D,290000
Mercedes - Benz,200,E,342500
Mercedes - Benz,300,D,269900
Mercedes - Benz,200,E,375000
Mercedes - Benz,200,D,315000
Tofaş,Şahin,1.6,140000
Renault,R 12,Toros,192000
Tofaş,Doğan,L,148000
Tofaş,Şahin,1.6,150000
Suzuki,Swift,1.3 GTi,200000
Tofaş,Şahin,Şahin 5 Vites,145000
Tofaş,Şahin,1.6,105000
Tofaş,Doğan,L,185000
Tofaş,Doğan,L,150000
Renault,R 12,Toros,135000
Lada,Samara,1.5,105000
Tofaş,Doğan,L,160000
Tofaş,Doğan,L,155000
Tofaş,Serçe,,160000
Opel,Kadett,1.6,155000
Renault,R 12,TSW,165000
Tofaş,Kartal,Kartal 5 Vites,145000
Tofaş,Kartal,Kartal 5 Vites,115000
Fiat,126 Bis,126,245000
Tofaş,Doğan,L,142000
Renault,R 11,TX,209500
Tofaş,Doğan,L,190000
Tofaş,Kartal,Kartal 5 Vites,215000
Toyota,Corona,2.0 XL,200000
Tofaş,Şahin,1.6,145000
Tofaş,Kartal,Kartal 5 Vites,130000
Tofaş,Kartal,Kartal 5 Vites,138900
Tofaş,Doğan,L,153500
Tofaş,Serçe,,120000
Tofaş,Doğan,L,130000
Tofaş,Kartal,SL,145000
Tofaş,Doğan,L,150000
Tofaş,Şahin,1.6,151000
Tofaş,Kartal,Kartal 5 Vites,305000
Toyota,Corolla,1.6 XL,220000
Tofaş,Kartal,Kartal 5 Vites,199000
Renault,R 12,Toros,100000
Tofaş,Şahin,1.6,155000
Tofaş,Şahin,Şahin 5 Vites,200000
Tofaş,Doğan,L,175000
Tofaş,Şahin,Şahin 5 Vites,95000
Opel,Kadett,1.6,220000
Tofaş,Doğan,L,165999
Tofaş,Şahin,Şahin 5 Vites,165000
Suzuki,Swift,1.6,175000
Tofaş,Doğan,L,140000
Lada,VAZ,2105,155000
Mazda,626,1.6,159750
Tofaş,Doğan,L,140000
Renault,R 12,Toros,200000
Tofaş,Şahin,1.6,145000
Tofaş,Şahin,Şahin 5 Vites,154500
Tofaş,Şahin,1.6,105000
Tofaş,Şahin,1.6,167500
Tofaş,Doğan,L,130000
Tofaş,Doğan,L,159000
Daihatsu,Applause,1.6 X,102500
Suzuki,Alto,0.8 GL,140000
Fiat,126 Bis,126,245000
Tofaş,Şahin,1.6,145000
Tofaş,Şahin,1.6,158000
Tofaş,Şahin,1.6,150000
Tofaş,Doğan,L,170000
Tofaş,Kartal,Kartal 5 Vites,140000
Tofaş,Kartal,Kartal 5 Vites,128000
Tofaş,Şahin,1.6,160000
Tofaş,Şahin,1.6,155000
Tofaş,Doğan,L,85000
Tofaş,Şahin,1.6,130750
Tofaş,Doğan,L,150000
Lada,Samara,1.5,130000
Ford,Taunus,1.6 S,135000
Tofaş,Şahin,1.6,130000
Tofaş,Doğan,L,140000
Tofaş,Şahin,1.6,170000
Skoda,Favorit,135 L,155000
Tofaş,Serçe,,135000
Fiat,Tipo,1.6 ie,159999
Renault,R 12,Toros,220000
Tofaş,Doğan,L,115000
Lada,Samara,1.5,139500
Suzuki,Swift,1.6,100000
Tofaş,Doğan,L,135000
Tofaş,Şahin,Şahin 5 Vites,170000
Tofaş,Doğan,L,135000
Tofaş,Kartal,Kartal 5 Vites,100000
BMW,3 Serisi,316i Standart,250000
Chevrolet,Corvette,C4,2350000
Ford,Taunus,1.6 S,375000
Suzuki,Swift,1.0 GL,175000
Ford,Escort,1.4 C,232500
Tofaş,Doğan,L,160000
Tofaş,Doğan,S,178000
Tofaş,Doğan,L,200000
Tofaş,Şahin,1.6,149000
Tofaş,Şahin,1.6,150000
Tofaş,Şahin,Şahin 5 Vites,135500
Lada,Samara,1.5,178000
Tofaş,Şahin,1.6,135000
Tofaş,Kartal,SL,165000
Skoda,Favorit,136 L,124000
Lada,Samara,1.5,83000
Lada,Samara,1.5,145000
Tofaş,Serçe,,227500
Lada,Samara,1.5,195000
Renault,R 12,Toros,182000
Renault,R 12,TSW,110000
Tofaş,Şahin,1.6,150000
Tofaş,Şahin,Şahin 5 Vites,130000
Tofaş,Şahin,Şahin 5 Vites,105000
Renault,R 12,Toros,220000
Tofaş,Şahin,1.6,160000
Renault,R 12,TSW,160000
Tofaş,Şahin,1.6,92500
Tofaş,Doğan,L,170000
Ford,Escort,1.6 CL,105000
Tofaş,Şahin,1.6,155000
Tofaş,Kartal,Kartal 5 Vites,110000
Renault,R 12,TSW,220000
Tofaş,Doğan,L,120000
Tofaş,Şahin,Şahin 5 Vites,135000
Tofaş,Şahin,Şahin 5 Vites,150000
Tofaş,Kartal,Kartal 5 Vites,105000
Renault,R 12,Toros,157000
Tofaş,Kartal,SL,160000
Suzuki,Swift,1.3 GTi,155000
Lada,Samara,1.5,120000
Lada,Samara,1.3,135000
Tofaş,Doğan,L,152500
Lada,Samara,1.5,185000
Tofaş,Kartal,Kartal 5 Vites,135000
Tofaş,Şahin,1.6,145000
Tofaş,Doğan,L,114000
Tofaş,Doğan,L,110000
Tofaş,Şahin,1.6,130000
Tofaş,Şahin,1.6,147999
Fiat,Tipo,1.6 CTX,180000
Tofaş,Şahin,1.6,210000
Tofaş,Şahin,1.6,205500
Alfa Romeo,33,1.5 Giardinetta,615000
Tofaş,Kartal,Kartal 5 Vites,140444
Tofaş,Doğan,L,125000
Tofaş,Serçe,,150000
Chevrolet,Caprice,3.6 LTZ,1275000
Tofaş,Şahin,1.6,120000
Renault,R 12,Toros,155000
Renault,R 11,GTX,133000
Tofaş,Şahin,1.6,135000
Tofaş,Doğan,L,150000
Tofaş,Şahin,1.6,115000
Renault,R 9,1.4 Broadway,180000
Tofaş,Şahin,Şahin 5 Vites,115000
Mercedes - Benz,200,E,849900
Tofaş,Kartal,SL,145000
Tofaş,Şahin,1.6,135000
Renault,R 12,Toros,165000
Renault,R 12,Toros,125000
Suzuki,Alto,0.8 GL,138000
Tofaş,Doğan,L,121000
Renault,R 12,Toros,159000
Tofaş,Doğan,L,135000
Skoda,Favorit,135 L,155000
Honda,Civic,1.5,320000
Tofaş,Doğan,L,145750
Skoda,Favorit,135 LX,135000
Renault,R 11,TX,137500
Skoda,Favorit,135 L,110000
Renault,R 12,Toros,245000
Tofaş,Doğan,L,118000
Tofaş,Kartal,SL,115000
BMW,3 Serisi,325i Standart,1000000
Tofaş,Doğan,L,145000
Skoda,Favorit,136 L,150000
Tofaş,Kartal,Kartal 5 Vites,149999
Lada,Samara,1.5,129000
Tofaş,Doğan,L,164000
Tofaş,Şahin,1.6,140000
Lada,Samara,1.5,106000
Tofaş,Şahin,Şahin 5 Vites,115000
Renault,R 12,Toros,200000
Renault,R 12,Toros,145000
Tofaş,Doğan,L,170000
BMW,5 Serisi,520i Standart,200000
Renault,R 12,Toros,200000
Renault,R 9,1.4 Broadway GTE,195000
Tofaş,Doğan,L,155000
Tofaş,Doğan,L,152000
Tofaş,Doğan,L,58000
Tofaş,Şahin,Şahin 5 Vites,140000
Renault,R 12,Toros,285000
Tofaş,Şahin,1.6,113500
Tofaş,Şahin,1.6,148500
BMW,3 Serisi,316i Standart,600000
Tofaş,Şahin,1.6,125000
Tofaş,Doğan,L,155000
Tofaş,Doğan,L,95000
Skoda,Favorit,135 LX,145000
Renault,R 5,1.1 Five,155000
Renault,R 12,Toros,129999
Fiat,Tipo,1.6 CTX,200000
Tofaş,Şahin,1.6,165000
Tofaş,Kartal,Kartal 5 Vites,180000
Citroen,BX,14 TGE,115000
Renault,R 12,Toros,193000
Tofaş,Şahin,1.6,133500
Lada,Samara,1.5,140000
Tofaş,Şahin,1.6,160000
Renault,R 11,GTX,165000
Tofaş,Doğan,L,150000
Renault,R 12,Toros,195000
Renault,R 5,1.1 Five,159000
Tofaş,Doğan,L,160000
Tofaş,Doğan,L,168000
Tofaş,Şahin,Şahin 5 Vites,125000
Renault,R 12,Toros,111111
Renault,R 9,1.4 Broadway GTE,260000
Renault,R 9,1.4 Broadway,175000
Tofaş,Şahin,1.6,165000
Tofaş,Şahin,1.6,159500
Tofaş,Şahin,1.6,175000
Tofaş,Doğan,L,185000
Renault,R 12,Toros,122000
Renault,R 11,GTL,170000
Renault,R 9,1.4 Broadway GTE,175000
Tofaş,Şahin,Şahin 5 Vites,120000
Tofaş,Şahin,1.6,108000
Toyota,Corona,2.0 XL,185000
Renault,R 9,1.4 Broadway GTE,169900
Renault,R 11,GTX,159000
Renault,R 9,1.4 Broadway GTE,195000
Mercedes - Benz,190,190 E 2.0,472250
Renault,R 9,1.4 Broadway GTE,169500
Mercedes - Benz,200,E,400000
Renault,R 12,Toros,155000
BMW,5 Serisi,520i Standart,255000
BMW,5 Serisi,520i Standart,239555
Honda,Civic,1.5 GL,190000
Tofaş,Şahin,1.6,145000
Tofaş,Doğan,L,160000
Ford,Taunus,1.6 S,145000
Lada,Samara,1.5,95000
Tofaş,Doğan,L,100000
Renault,R 12,Toros,170000
Tofaş,Serçe,,135900
Tofaş,Şahin,Şahin 5 Vites,145500
Mazda,626,1.6,145000
Ford,Taunus,1.6 GT,140000
Renault,R 12,Toros,205000
Renault,R 9,1.4 Broadway,155000
Tofaş,Doğan,L,140000
Honda,Civic,1.6 1.6i,150000
Renault,R 11,GTE,205000
Renault,R 5,1.1 Five,115000
BMW,3 Serisi,316i Standart,365000
Renault,R 5,1.1 Five,145000
Tofaş,Kartal,SL,130000
Honda,Civic,1.5 GL,210000
Tofaş,Şahin,1.6,190000
Tofaş,Doğan,L,123000
Tofaş,Şahin,1.6,122000
Renault,R 12,Toros,157500
Tofaş,Doğan,L,129000
Opel,Vectra,2.0,174000
BMW,3 Serisi,316i Standart,349999
Tofaş,Doğan,L,155250
Ford,Taunus,1.6 GT,85000
Renault,R 12,Toros,155000
Tofaş,Şahin,Şahin 5 Vites,125000
Renault,R 12,Toros,170000
Renault,R 9,1.4 Broadway GTE,140000
Skoda,Favorit,136 L,110000
Mitsubishi,Lancer,1.5 GLX,170000
BMW,5 Serisi,520i Standart,145000
Tofaş,Şahin,1.6,107000
Tofaş,Doğan,L,145000
Tofaş,Şahin,1.6,117000
Renault,R 5,1.4 GTL,130000
Fiat,Tipo,1.6 ie,189000
Renault,R 9,1.4 Broadway GTE,145000
Opel,Omega,2.0 CD,210000
Opel,Vectra,1.6 GL,185000
Renault,R 11,TX,120000
Toyota,Corolla,1.6 XL,233000
Ford,Taunus,2.0 GTS,125000
Mitsubishi,Lancer,1.5 GLX,200000
Ford,Taunus,2.0 GTS,110000
Honda,Accord,2.0 EX,199999
Tofaş,Kartal,Kartal 5 Vites,120000
Tofaş,Doğan,L,140000
Honda,Civic,1.5 GL,180000
Ford,Taunus,1.6 GT,191500
Ford,Sierra,1.6 GL,150000
Tofaş,Şahin,1.6,205000
Mercedes - Benz,200,D,352000
Renault,R 9,1.4 Broadway GTE,179750
Tofaş,Doğan,L,150000
Ford,Taunus,1.6 GT,155000
Renault,R 9,1.4 Broadway,169500
Ford,Taunus,1.6 GT,124000
Suzuki,Alto,0.8 GL,110000
Tofaş,Doğan,L,138500
Renault,R 9,1.4 Broadway GTE,155000
Tofaş,Doğan,L,120500
Tofaş,Doğan,L,130000
Mazda,323,1.6 F,40000
Tofaş,Şahin,Şahin 5 Vites,125000
Lada,Samara,1.5,190000
Opel,Kadett,1.6,185000
Mercedes - Benz,200,E,420000
Renault,R 21,2.0 GTX,200000
Ford,Taunus,2.0 GTS,125000
Renault,R 9,1.4 Broadway,198000
Honda,Civic,1.4 1.4i,139000
Skoda,Favorit,136 L,132500
Daihatsu,Applause,1.6 Li,118000
Tofaş,Şahin,1.6,135000
Renault,R 11,TX,225000
Renault,R 9,1.4 Broadway,160000
Suzuki,Swift,1.0 GL,190000
Mazda,626,1.6,185000
Tofaş,Doğan,L,165000
Mercedes - Benz,200,E,387500
BMW,3 Serisi,316i Standart,210000
Renault,R 9,1.4 Broadway,172000
Mitsubishi,Galant,1.8 GLS,152000
Tofaş,Doğan,L,139000
Skoda,Favorit,136 L,140000
Renault,R 12,Toros,160000
Renault,R 11,GTE,155000
Tofaş,Doğan,L,145000
Tofaş,Doğan,L,145000
Renault,R 12,TSW,153000
Renault,R 11,GTE,145000
Renault,R 12,Toros,184000
Toyota,Corolla,1.6 GL,285000
Tofaş,Şahin,1.6,128000
BMW,3 Serisi,316i Standart,269000
Tofaş,Şahin,1.6,139000
Skoda,Favorit,136 L,148750
Tofaş,Şahin,Şahin 5 Vites,140000
Ford,Taunus,1.6 GT,116750
Mercedes - Benz,200,E,435000
Mercedes - Benz,200,E,480000
Renault,R 9,1.4 Broadway GTE,140000
Toyota,Corolla,1.6 GLi,180000
Mercedes - Benz,200,E,422000
Tofaş,Doğan,L,199999
Mercedes - Benz,200,E,385000
Toyota,Corolla,1.6 GL,265000
Renault,R 11,GTE,125000
Mitsubishi,Galant,1.8 GLS,135000
Tofaş,Doğan,L,100000
Mercedes - Benz,190,2.0,355000
Lada,Samara,1.5,122000
Renault,R 9,1.4 Broadway,167500
Tofaş,Kartal,Kartal 5 Vites,75000
Honda,Civic,1.6 1.6i,180000
Renault,R 11,GTL,165000
Renault,R 9,1.4 Broadway,187950
Honda,Accord,2.0 EX,185000
Tofaş,Şahin,1.6,130000
Tofaş,Şahin,Şahin 5 Vites,107500
Ford,Taunus,1.6 GT,109000
Mercedes - Benz,200,E,240000
Renault,R 12,Toros,157000
Renault,R 9,1.4 Broadway GTE,165000
Mazda,626,2.0,175750
Mitsubishi,Galant,1.8 GLS,119000
Honda,Civic,1.6 1.6i,220000
Mercedes - Benz,190,190 E 1.8,445000
Renault,R 9,1.4 Broadway,163000
Honda,Civic,1.4 1.4i,180000
Mercedes - Benz,200,E,290000
Honda,Civic,1.4 L,132500
Renault,R 9,1.4 Broadway,137000
Mercedes - Benz,200,E,365000
Opel,Vectra,2.0 GL,188500
Opel,Kadett,1.6,160000
Tofaş,Doğan,L,135000
Renault,R 9,1.7 TX,140000
Opel,Vectra,1.7 GL,175000
Mitsubishi,Galant,1.8 GLS,160000
Toyota,Corolla,1.6 XL,295000
Ford,Escort,1.6 CL,120000
Mercedes - Benz,200,E,310000
Mitsubishi,Lancer,1.5 GLX,185000
Renault,R 12,Toros,165000
Tofaş,Doğan,L,105000
Mitsubishi,Lancer,1.5 GLX,129000
Renault,R 9,1.4 Broadway,150000
Tofaş,Şahin,1.6,135000
BMW,5 Serisi,520i Standart,245333
BMW,5 Serisi,524d,265000
Mercedes - Benz,E,200,300000
Renault,R 12,Toros,135000
Mazda,626,1.6,160000
Mercedes - Benz,200,E,285000
Tofaş,Kartal,Kartal 5 Vites,130000
Renault,R 12,Toros,220000
Mercedes - Benz,190,190 E 1.8,350000
Mercedes - Benz,200,E,455000
Renault,R 12,Toros,147500
Tofaş,Şahin,Şahin 5 Vites,210000
Mercedes - Benz,230,E,580000
Mercedes - Benz,200,E,360000
Mercedes - Benz,200,E,450000
BMW,5 Serisi,525i Standart,245333
Toyota,Corolla,1.6 XL,235000
Honda,Civic,1.5 GL,200000
Mercedes - Benz,E,200,370000
Mitsubishi,Lancer,1.5 GLX,180000
Mercedes - Benz,200,E,645000
Honda,Accord,2.0 EX,300000
Mitsubishi,Lancer,1.5 GLX,115000
Mitsubishi,Galant,1.8 GLS,125000
Mercedes - Benz,200,E,499000
Mercedes - Benz,200,E,310000
Mazda,626,1.6,190000
Mitsubishi,Galant,1.8 GLS,172000
Mazda,626,1.6,147500
Renault,R 5,1.1 Five,125000
Honda,Civic,1.6 1.6i,218000
Mercedes - Benz,190,190 E 1.8,300000
Renault,R 11,GTE,135000
Mercedes - Benz,200,E,260000
Renault,R 9,1.4 Broadway GTE,225000
Ford,Taunus,2.0 GTS,120000
Honda,Civic,1.4 1.4i,185000
Renault,R 9,1.4 Broadway,215000
Mitsubishi,Lancer,1.5 GLX,135000
Mercedes - Benz,200,E,470000
Tofaş,Şahin,Şahin 5 Vites,138000
BMW,5 Serisi,520i Standart,265000
Tofaş,Şahin,1.6,143000
Mercedes - Benz,200,E,215000
Mercedes - Benz,200,E,420000
Toyota,Corolla,1.6 XL,245000
Toyota,Corolla,1.6 XL,267000
Mercedes - Benz,200,E,372400
Honda,Civic,1.5 GL,200000
Mazda,626,2.0,247000
Mercedes - Benz,200,E,385000
Renault,R 9,1.4 Broadway,165000
BMW,5 Serisi,525i Standart,240000
Renault,R 9,1.4 Broadway,154000
Toyota,Corolla,1.6 XL,230000
Opel,Vectra,1.7 GL,165000
Renault,R 9,1.4 Broadway,173000
Tofaş,Şahin,1.6,176000
Renault,R 11,GTE,190000
Mercedes - Benz,200,E,165000
Mercedes - Benz,200,D,350000
Mercedes - Benz,200,E,370000
Mazda,626,2.0 GLX,175000
Toyota,Corolla,1.6 XL,255000
Ford,Fiesta,1.1 Fashion,125000
Renault,R 9,1.4 Broadway GTE,155000
Jaguar,XJ,4.0 Sovereign,2150000
Jaguar,XJ,4.0 Sovereign,2150000
Tofaş,Şahin,1.6,230000
Tofaş,Şahin,1.6,120000
Tofaş,Doğan,L,235000
Tofaş,Doğan,L,132000
Renault,R 21,1.7 GTS Manager,130001
Tofaş,Serçe,,145000
Daihatsu,Applause,1.6 Li,80000
Renault,R 21,1.7 GTS Manager,142500
Tofaş,Şahin,1.6,160000
Lada,Samara,1.5,135000
Tofaş,Doğan,L,170000
Tofaş,Şahin,1.6,255000
Renault,R 12,Toros,175000
Tofaş,Kartal,Kartal 5 Vites,110000
Fiat,Tempra,1.9 TD,185000
Fiat,126 Bis,126,150000
Tofaş,Doğan,SL,175000
Tofaş,Doğan,L,178000
Tofaş,Şahin,1.6,160000
Suzuki,Swift,1.0 GL,140000
Tofaş,Şahin,1.6,148000
Renault,R 12,Toros,155000
Tofaş,Doğan,L,158000
Suzuki,Swift,1.0 GL,220000
Fiat,Tempra,1.6 SX,150000
Tofaş,Şahin,1.6,175900
Fiat,Tipo,1.4 DGT,165000
Tofaş,Doğan,L,190000
Tofaş,Kartal,Kartal 5 Vites,175000
Tofaş,Şahin,1.6,200000
Tofaş,Doğan,L,135000
Fiat,126 Bis,126,195000
Lada,Samara,1.3,125000
Lada,Samara,1.5,160000
Fiat,126 Bis,126,100000
Renault,R 9,1.4 GT,175000
Tofaş,Şahin,1.6,245000
Renault,R 12,Toros,245000
Tofaş,Şahin,1.6,158000
Tofaş,Doğan,SLX,180000
Tofaş,Şahin,1.6,170000
Renault,R 12,Toros,125000
Fiat,Tempra,1.6 SX,200000
Tofaş,Doğan,L,156000
Tofaş,Şahin,Şahin 5 Vites,130000
Tofaş,Şahin,S,138500
Tofaş,Şahin,1.6,155000
Tofaş,Şahin,Şahin 5 Vites,250000
Tofaş,Şahin,1.6,115000
Suzuki,Alto,0.8 GL,132000
Tofaş,Şahin,1.6,130000
Fiat,Tempra,1.6 SX,255000
Tofaş,Doğan,L,155000
Tofaş,Doğan,L,164000
Fiat,126 Bis,126,140000
Fiat,Tempra,1.6 SX,125000
Fiat,Tempra,1.6 SX,205000
Tofaş,Serçe,,155000
Tofaş,Doğan,L,170000
Tofaş,Doğan,L,185000
Tofaş,Şahin,1.6,195000
Tofaş,Doğan,L,185000
Daihatsu,Applause,1.6 Li,205000
Tofaş,Şahin,1.6,225000
Tofaş,Doğan,L,230000
Suzuki,Alto,0.8 GL,175000
Tofaş,Doğan,L,185000
Tofaş,Şahin,1.6,120000
Tofaş,Doğan,L,200000
Tofaş,Serçe,,110000
Tofaş,Doğan,L,135000
Fiat,126 Bis,126,77000
Fiat,Tempra,1.6 SX,215000
Tofaş,Doğan,L,205000
Fiat,Tempra,1.6 SX,240000
Renault,R 9,1.4 Spring,172000
Tofaş,Şahin,Şahin 5 Vites,170000
Tofaş,Şahin,Şahin 5 Vites,127000
Skoda,Favorit,135 LX,92000
Suzuki,Swift,1.0 GL,139000
Fiat,Tempra,1.6 SX,210000
Tofaş,Doğan,L,165000
Tofaş,Doğan,L,135000
Renault,R 12,Toros,205000
Tofaş,Şahin,1.6,140000
Tofaş,Kartal,Kartal 5 Vites,250000
Renault,R 12,Toros,240000
Renault,R 9,1.4 Spring,148000
Tofaş,Doğan,SLX,148500
Toyota,Corolla,1.6 XL,195000
Renault,R 12,Toros,230000
Tofaş,Doğan,L,150000
Tofaş,Doğan,L,160000
Renault,R 12,Toros,165000
Renault,R 12,Toros,265000
Tofaş,Şahin,1.6,155000
Tofaş,Şahin,1.6,210000
Fiat,Tempra,1.6 SX,179000
Tofaş,Doğan,L,100000
Fiat,Tempra,1.6 SX,230000
Tofaş,Kartal,Kartal 5 Vites,80000
Nissan,Laurel Altima,2.0,190000
Tofaş,Doğan,L,175000
Renault,R 12,Toros,182000
Renault,R 9,1.4 Broadway GTE,165000
Tofaş,Doğan,L,145000
Ford,Escort,1.6 S,272000
Suzuki,Alto,0.8 GL,90000
Tofaş,Şahin,1.6,125000
Tofaş,Şahin,1.6,215000
Tofaş,Şahin,Şahin 5 Vites,145000
Tofaş,Doğan,L,160000
Tofaş,Doğan,L,122500
Peugeot,205,1.9 GTi,1075000
Tofaş,Serçe,,165000
Tofaş,Doğan,S,135750
Tofaş,Şahin,S,138000
Tofaş,Doğan,L,150000
Renault,R 12,TSW,177000
Fiat,Tempra,1.6 SX,217000
Toyota,Corolla,1.6 XL,210000
Fiat,Tipo,1.6 ie,170000
Lada,Samara,1.5,160000
Tofaş,Serçe,,350000
Tofaş,Doğan,SL,166000
Opel,Corsa,1.2 Swing,105000
Renault,R 9,1.4 Broadway GTE,185000
Lada,Samara,1.5,132000
Skoda,Favorit,135 L,125000
Tofaş,Şahin,1.6,140000
Tofaş,Doğan,L,168000
Skoda,Favorit,136 L,125000
Fiat,Tempra,1.6 SX,175000
Tofaş,Şahin,1.6,115000
Skoda,Favorit,135 L,160000
Tofaş,Doğan,L,122000
Tofaş,Kartal,Kartal 5 Vites,165000
Tofaş,Şahin,1.6,145000
Tofaş,Kartal,Kartal 5 Vites,180000
Renault,R 12,Toros,150000
Tofaş,Doğan,L,195000
Ford,Sierra,2.0 GLS,117500
Fiat,Tempra,1.6 SX,238000
Renault,R 19,1.4 GTR,250000
Tofaş,Doğan,L,155000
Tofaş,Şahin,1.6,87000
Tofaş,Şahin,1.6,185000
Fiat,Tempra,1.6 SX,187000
Skoda,Favorit,136 L,127000
Tofaş,Şahin,S,143000
Lada,Samara,1.5,93000
Suzuki,Swift,1.6,185000
Tofaş,Şahin,1.6,115000
Fiat,Tempra,1.6 SX,169000
Renault,R 21,1.7 GTS Manager,165000
Mazda,626,2.0 GLX,200000
Lada,Samara,1.5,130000
Tofaş,Doğan,L,160000
Renault,R 21,2.0 Concorde,214000
Nissan,Laurel Altima,2.0,200000
Fiat,Tempra,1.6 SX,205000
Tofaş,Şahin,1.6,160000
Renault,R 9,1.4 Broadway,185000
Fiat,Tempra,1.6 SX,155000
Renault,R 12,Toros,180000
Tofaş,Serçe,,148000
Fiat,Tempra,1.6 SX,185000
Renault,R 9,1.4 Spring,145000
Skoda,Favorit,136 L,148500
Tofaş,Şahin,Şahin 5 Vites,160000
Renault,R 9,1.4 Broadway GTE,214500
Mercedes - Benz,190,190 E 1.8,422250
Tofaş,Şahin,1.6,183000
Fiat,Tempra,1.6 SX,270000
Volkswagen,Passat,1.6 TD GL,137000
Fiat,Tempra,1.6 SX,215000
Honda,Civic,1.4 1.4i,275000
Skoda,Favorit,136 L,125000
Renault,R 12,Toros,156000
Fiat,Tempra,1.6 SX,175000
Fiat,Tempra,1.6 SX,200000
Tofaş,Şahin,Şahin 5 Vites,155000
Tofaş,Doğan,L,173000
Tofaş,Serçe,,120000
Tofaş,Şahin,1.6,178000
Tofaş,Doğan,L,210000
Tofaş,Serçe,,215000
Nissan,Altima,2.0 Laurel,160000
Fiat,Tipo,1.6 CTX,225000
Tofaş,Şahin,1.6,175000
Mercedes - Benz,190,190 E 1.8,475000
Renault,R 12,Toros,180000
BMW,3 Serisi,316i Standart,240900
